PubMed ID	URL	PDF	First Author	Authors	Year	Journal	Judgement	Outcome category	Outcome subcategory	Animal	Animal subtype	Animal age	Animal gender	Animal weight	Injury height	Injury type	Outcome name	Outcome further detail name	Outcome further detail value	Injury location	Injury device	Injury device detail	Treatment type	Treatment detail	Treatment application	Treatment  dosage	Injured treated	Injured control	Sham control	Trend	Timepoint	Animal weight, lightest (g)	Animal weight, heaviest (g)	BBB timepoint (days)	BBB value (Treated)	BBB value (Control)
19350644	19350644	Open PDF	Lo	Lo TP Jr, Cho KS, Garg MS, Lynch MP, Marcillo AE, Koivisto DL, Stagg M, Abril RM, Patel S, Dietrich WD, Pearse DD.	2009	J Comp Neurol	Positive	Non-functional	Secondary degeneration	Rat	Fischer	Adult	Female	180-200 g	Cervical	Contusion	Lesion volume	hypothermia spared gray and white matter			OSU Impactor	Displacement of 0.95 mm	Systemic	Hypothermia		33_C	13	14	15	Increase		>=100, <200	>=200, <300			
19350644	19350644	Open PDF	Lo	Lo TP Jr, Cho KS, Garg MS, Lynch MP, Marcillo AE, Koivisto DL, Stagg M, Abril RM, Patel S, Dietrich WD, Pearse DD.	2009	J Comp Neurol	Positive	Non-functional	Neuroprotection	Rat	Fischer	Adult	Female	180-200 g	Cervical	Contusion	Cell loss	decrease of loss of ventral motor neurons (NeuN+) 0,9-1,5 mm from epicenter but not in epicenter			OSU Impactor	Displacement of 0.95 mm	Systemic	Hypothermia		33_C	13	14	15	Decrease		>=100, <200	>=200, <300			
19350644	19350644	Open PDF	Lo	Lo TP Jr, Cho KS, Garg MS, Lynch MP, Marcillo AE, Koivisto DL, Stagg M, Abril RM, Patel S, Dietrich WD, Pearse DD.	2009	J Comp Neurol	Positive	Non-functional	Neuroprotection	Rat	Fischer	Adult	Female	180-200 g	Cervical	Contusion	Cell loss	loss of retrogradely traced neurons [%] significantly retarded	28.1[61.2]		OSU Impactor	Displacement of 0.95 mm	Systemic	Hypothermia		33_C	13	14	15	Decrease		>=100, <200	>=200, <300			
19350644	19350644	Open PDF	Lo	Lo TP Jr, Cho KS, Garg MS, Lynch MP, Marcillo AE, Koivisto DL, Stagg M, Abril RM, Patel S, Dietrich WD, Pearse DD.	2009	J Comp Neurol	Positive	Functional	Locomotor test	Rat	Fischer	Adult	Female	180-200 g	Cervical	Contusion	BBB	not at 8w PI			OSU Impactor	Displacement of 0.95 mm	Systemic	Hypothermia		33_C	13	14	15	Increase		>=100, <200	>=200, <300	77	11	11
19350644	19350644	Open PDF	Lo	Lo TP Jr, Cho KS, Garg MS, Lynch MP, Marcillo AE, Koivisto DL, Stagg M, Abril RM, Patel S, Dietrich WD, Pearse DD.	2009	J Comp Neurol	No effect	Functional	Locomotor test	Rat	Fischer	Adult	Female	180-200 g	Cervical	Contusion	Inclined plane test				OSU Impactor	Displacement of 0.95 mm	Systemic	Hypothermia		33_C	13	14	15	No change		>=100, <200	>=200, <300			
19368865	19368865	Open PDF	Kitzman	Kitzman PH.	2009	Neurosci Lett	Positive	Functional	Physiology	Rat	SD	Adult	Female	200-250 g	Thoracic	Complete transection	Spasticity			Through L1/2 laminectomy			Systemic	Riluzole	Intraperitoneal	8 mg/kg	4	4		Decrease		>=200, <300	>=200, <300			
19368865	19368865	Open PDF	Kitzman	Kitzman PH.	2009	Neurosci Lett	Positive	Functional	Physiology	Rat	SD	Adult	Female	200-250 g	Thoracic	Complete transection	Lethargy			Through L1/2 laminectomy			Systemic	Riluzole	Intraperitoneal	8 mg/kg	4	4		Decrease		>=200, <300	>=200, <300			
19368865	19368865	Open PDF	Kitzman	Kitzman PH.	2009	Neurosci Lett	Positive	Functional	Physiology	Rat	SD	Adult	Female	200-250 g	Thoracic	Complete transection	Spasticity			Through L1/2 laminectomy			Systemic	Riluzole	Intraperitoneal	10 mg/kg	4	4		Decrease		>=200, <300	>=200, <300			
19368865	19368865	Open PDF	Kitzman	Kitzman PH.	2009	Neurosci Lett	Positive	Functional	Physiology	Rat	SD	Adult	Female	200-250 g	Thoracic	Complete transection	Spasticity	ataxia		Through L1/2 laminectomy			Systemic	Riluzole	Intraperitoneal	8 mg/kg	4	4		Decrease		>=200, <300	>=200, <300			
19368865	19368865	Open PDF	Kitzman	Kitzman PH.	2009	Neurosci Lett	No effect	Functional	Physiology	Rat	SD	Adult	Female	200-250 g	Thoracic	Complete transection	Lethargy			Through L1/2 laminectomy			Systemic	Riluzole	Intraperitoneal	10 mg/kg	4	4		Increase		>=200, <300	>=200, <300			
19368865	19368865	Open PDF	Kitzman	Kitzman PH.	2009	Neurosci Lett	No effect	Functional	Physiology	Rat	SD	Adult	Female	200-250 g	Thoracic	Complete transection	Spasticity	ataxia		Through L1/2 laminectomy			Systemic	Riluzole	Intraperitoneal	10 mg/kg	4	4		Increase		>=200, <300	>=200, <300			
19372269	19372269	Open PDF	Maier	Maier IC, Ichiyama RM, Courtine G, Schnell L, Lavrov I, Edgerton VR, Schwab ME.	2009	Brain	Positive	Non-functional	Neuronal regeneration	Rat	SD	Adult	Female	200-250 g	Thoracic	Partial transection	Axonal regeneration	serotonergic innervation of motoneurons		T-shaped lesion (bilateral dorsal hemisection and complete midline transection)			Local	Anti-Nogo-A Antibody	Intrathecal	Ab: 3 mg/ml, 5 _l/h, 3,1 _g IgG/ml	7	7		Increase		>=200, <300	>=200, <300			
19372269	19372269	Open PDF	Maier	Maier IC, Ichiyama RM, Courtine G, Schnell L, Lavrov I, Edgerton VR, Schwab ME.	2009	Brain	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	200-250 g	Thoracic	Partial transection	Walking analysis	coordination		T-shaped lesion (bilateral dorsal hemisection and complete midline transection)			Local	Anti-Nogo-A Antibody	Intrathecal	Ab: 3 mg/ml, 5 _l/h, 3,1 _g IgG/ml	17	17		Increase	9 w	>=200, <300	>=200, <300			
19372269	19372269	Open PDF	Maier	Maier IC, Ichiyama RM, Courtine G, Schnell L, Lavrov I, Edgerton VR, Schwab ME.	2009	Brain	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	200-250 g	Thoracic	Partial transection	Walking analysis	consistent step cycles		T-shaped lesion (bilateral dorsal hemisection and complete midline transection)			Local	Anti-Nogo-A Antibody	Intrathecal	Ab: 3 mg/ml, 5 _l/h, 3,1 _g IgG/ml	17	17		Increase	9 w	>=200, <300	>=200, <300			
19372269	19372269	Open PDF	Maier	Maier IC, Ichiyama RM, Courtine G, Schnell L, Lavrov I, Edgerton VR, Schwab ME.	2009	Brain	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	200-250 g	Thoracic	Partial transection	Walking analysis	paw drag		T-shaped lesion (bilateral dorsal hemisection and complete midline transection)			Local	Anti-Nogo-A Antibody	Intrathecal	Ab: 3 mg/ml, 5 _l/h, 3,1 _g IgG/ml	17	17		Decrease	9 w	>=200, <300	>=200, <300			
19372269	19372269	Open PDF	Maier	Maier IC, Ichiyama RM, Courtine G, Schnell L, Lavrov I, Edgerton VR, Schwab ME.	2009	Brain	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	200-250 g	Thoracic	Partial transection	Walking analysis	consistent step cycles		T-shaped lesion (bilateral dorsal hemisection and complete midline transection)			Local	Anti-Nogo-A Antibody	Intrathecal	Ab: 3 mg/ml, 5 _l/h, 3,1 _g IgG/ml	17	17		Increase	9 w	>=200, <300	>=200, <300			
19372269	19372269	Open PDF	Maier	Maier IC, Ichiyama RM, Courtine G, Schnell L, Lavrov I, Edgerton VR, Schwab ME.	2009	Brain	Positive	Non-functional	Neuronal regeneration	Rat	SD	Adult	Female	200-250 g	Thoracic	Partial transection	Axonal regeneration	number of CST fibers		T-shaped lesion (bilateral dorsal hemisection and complete midline transection)			Local	Anti-Nogo-A Antibody	Intrathecal	Ab: 3 mg/ml, 5 _l/h, 3,1 _g IgG/ml	7	7		Increase		>=200, <300	>=200, <300			
19372269	19372269	Open PDF	Maier	Maier IC, Ichiyama RM, Courtine G, Schnell L, Lavrov I, Edgerton VR, Schwab ME.	2009	Brain	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	200-250 g	Thoracic	Partial transection	Walking analysis	coordination		T-shaped lesion (bilateral dorsal hemisection and complete midline transection)			Local	Anti-Nogo-A Antibody	Intrathecal	Ab: 3 mg/ml, 5 _l/h, 3,1 _g IgG/ml	17	17		Increase	9 w	>=200, <300	>=200, <300			
19372269	19372269	Open PDF	Maier	Maier IC, Ichiyama RM, Courtine G, Schnell L, Lavrov I, Edgerton VR, Schwab ME.	2009	Brain	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	200-250 g	Thoracic	Partial transection	Walking analysis	paw drag		T-shaped lesion (bilateral dorsal hemisection and complete midline transection)			Local	Anti-Nogo-A Antibody	Intrathecal	Ab: 3 mg/ml, 5 _l/h, 3,1 _g IgG/ml	17	17		Decrease	9 w	>=200, <300	>=200, <300			
19372269	19372269	Open PDF	Maier	Maier IC, Ichiyama RM, Courtine G, Schnell L, Lavrov I, Edgerton VR, Schwab ME.	2009	Brain	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	200-250 g	Thoracic	Partial transection	Walking analysis	inclined gridwalk		T-shaped lesion (bilateral dorsal hemisection and complete midline transection)			Local	Anti-Nogo-A Antibody	Intrathecal	Ab: 3 mg/ml, 5 _l/h, 3,1 _g IgG/ml	17	17		Increase		>=200, <300	>=200, <300			
19372269	19372269	Open PDF	Maier	Maier IC, Ichiyama RM, Courtine G, Schnell L, Lavrov I, Edgerton VR, Schwab ME.	2009	Brain	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	200-250 g	Thoracic	Partial transection	Walking analysis	inclined gridwalk		T-shaped lesion (bilateral dorsal hemisection and complete midline transection)			Local	Anti-Nogo-A Antibody	Intrathecal	Ab: 3 mg/ml, 5 _l/h, 3,1 _g IgG/ml	17	17		Increase		>=200, <300	>=200, <300			
19372269	19372269	Open PDF	Maier	Maier IC, Ichiyama RM, Courtine G, Schnell L, Lavrov I, Edgerton VR, Schwab ME.	2009	Brain	Positive	Non-functional	Neuronal regeneration	Rat	SD	Adult	Female	200-250 g	Thoracic	Partial transection	Axonal regeneration	serotonergic innervation of motoneurons		T-shaped lesion (bilateral dorsal hemisection and complete midline transection)			Local	Anti-Nogo-A Antibody	Intrathecal	Ab: 3 mg/ml, 5 _l/h, 3,1 _g IgG/ml	7	7		Increase		>=200, <300	>=200, <300			
19372269	19372269	Open PDF	Maier	Maier IC, Ichiyama RM, Courtine G, Schnell L, Lavrov I, Edgerton VR, Schwab ME.	2009	Brain	Positive	Non-functional	Neuronal regeneration	Rat	SD	Adult	Female	200-250 g	Thoracic	Partial transection	Axonal regeneration	number of CST fibers		T-shaped lesion (bilateral dorsal hemisection and complete midline transection)			Local	Anti-Nogo-A Antibody	Intrathecal	Ab: 3 mg/ml, 5 _l/h, 3,1 _g IgG/ml	7	7		Increase		>=200, <300	>=200, <300			
19372269	19372269	Open PDF	Maier	Maier IC, Ichiyama RM, Courtine G, Schnell L, Lavrov I, Edgerton VR, Schwab ME.	2009	Brain	No effect	Non-functional	Neuronal regeneration	Rat	SD	Adult	Female	200-250 g	Thoracic	Partial transection	Axonal regeneration	nociceptive primary afferent fibers (CGRP+)		T-shaped lesion (bilateral dorsal hemisection and complete midline transection)			Local	Anti-Nogo-A Antibody	Intrathecal	Ab: 3 mg/ml, 5 _l/h, 3,1 _g IgG/ml	7	7		No change		>=200, <300	>=200, <300			
19372269	19372269	Open PDF	Maier	Maier IC, Ichiyama RM, Courtine G, Schnell L, Lavrov I, Edgerton VR, Schwab ME.	2009	Brain	No effect	Non-functional	Neuronal regeneration	Rat	SD	Adult	Female	200-250 g	Thoracic	Partial transection	Axonal regeneration	nociceptive primary afferent fibers (CGRP+)		T-shaped lesion (bilateral dorsal hemisection and complete midline transection)			Local	Anti-Nogo-A Antibody	Intrathecal	Ab: 3 mg/ml, 5 _l/h, 3,1 _g IgG/ml	7	7		No change		>=200, <300	>=200, <300			
19383246	19383246	Open PDF	Huang	Huang H, Fan S, Ji X, Zhang Y, Bao F, Zhang G.	2009	J Int Med Res	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Male	210 g	Thoracic	Contusion	Lesion volume	cavity volume			Weight drop	10 g x 50 mm	Systemic	Erythropoietin	Intraperitoneal	1000 IU/kg	20	20	20	Decrease		>=200, <300	>=200, <300			
19383246	19383246	Open PDF	Huang	Huang H, Fan S, Ji X, Zhang Y, Bao F, Zhang G.	2009	J Int Med Res	Positive	Non-functional	Molecular changes	Rat	SD	Adult	Male	210 g	Thoracic	Contusion	Genetic transcription	phospho-extracellular signal-regulated kinase expression (p-ERK)			Weight drop	10 g x 50 mm	Systemic	Erythropoietin	Intraperitoneal	1000 IU/kg	20	20	20	Decrease	1 w	>=200, <300	>=200, <300			
19383246	19383246	Open PDF	Huang	Huang H, Fan S, Ji X, Zhang Y, Bao F, Zhang G.	2009	J Int Med Res	Positive	Functional	Locomotor test	Rat	SD	Adult	Male	210 g	Thoracic	Contusion	BBB		11 [9]		Weight drop	10 g x 50 mm	Systemic	Erythropoietin	Intraperitoneal	1000 IU/kg	20	20	20	Increase	1 w	>=200, <300	>=200, <300	7	11	9
19383246	19383246	Open PDF	Huang	Huang H, Fan S, Ji X, Zhang Y, Bao F, Zhang G.	2009	J Int Med Res	Positive	Non-functional	Neuronal regeneration	Rat	SD	Adult	Male	210 g	Thoracic	Contusion	Axonal regeneration	unspecific, H&E staining			Weight drop	10 g x 50 mm	Systemic	Erythropoietin	Intraperitoneal	1000 IU/kg	20	20	20	Increase		>=200, <300	>=200, <300			
19383246	19383246	Open PDF	Huang	Huang H, Fan S, Ji X, Zhang Y, Bao F, Zhang G.	2009	J Int Med Res	Positive	Non-functional	Molecular changes	Rat	SD	Adult	Male	210 g	Thoracic	Contusion	Genetic transcription	mitogen-activated protein kinase phosphatase-1 expression (MAPK-1)			Weight drop	10 g x 50 mm	Systemic	Erythropoietin	Intraperitoneal	1000 IU/kg	20	20	20	Increase	1 w	>=200, <300	>=200, <300			
19383246	19383246	Open PDF	Huang	Huang H, Fan S, Ji X, Zhang Y, Bao F, Zhang G.	2009	J Int Med Res	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Male	210 g	Thoracic	Contusion	Lesion volume	amount of spared tissue increased			Weight drop	10 g x 50 mm	Systemic	Erythropoietin	Intraperitoneal	1000 IU/kg	20	20	20	Decrease		>=200, <300	>=200, <300			
19429019	19429019	Open PDF	D_ry	D_ry MA, Rousseau G, Benderdour M, Beaumont E.	2009	Neurosci Lett	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	225-250 g	Thoracic	Contusion	BBB		14 [10]		Weight drop	5 g x 6 cm	Systemic	Atorvastatin (AT)	Intraperitoneal	5 mg/kg	6	6		Increase	4 w	>=200, <300	>=200, <300	28	14	10
19429019	19429019	Open PDF	D_ry	D_ry MA, Rousseau G, Benderdour M, Beaumont E.	2009	Neurosci Lett	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	225-250 g	Thoracic	Contusion	apoptosis	TUNEL-positive cells at injury site			Weight drop	5 g x 6 cm	Systemic	Atorvastatin (AT)	Intraperitoneal	5 mg/kg	6	6		Decrease		>=200, <300	>=200, <300			
19429019	19429019	Open PDF	D_ry	D_ry MA, Rousseau G, Benderdour M, Beaumont E.	2009	Neurosci Lett	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	225-250 g	Thoracic	Contusion	Apoptosis	caspase-3 activity in injured spinal cord			Weight drop	5 g x 6 cm	Systemic	Atorvastatin (AT)	Intraperitoneal	5 mg/kg	6	6		Decrease		>=200, <300	>=200, <300			
19429019	19429019	Open PDF	D_ry	D_ry MA, Rousseau G, Benderdour M, Beaumont E.	2009	Neurosci Lett	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	225-250 g	Thoracic	Contusion	Apoptosis	caspase-3 activity in injured spinal cord			Weight drop	5 g x 6 cm	Systemic	Atorvastatin (AT)	Intraperitoneal	5 mg/kg	8	11		Decrease		>=200, <300	>=200, <300			
19429019	19429019	Open PDF	D_ry	D_ry MA, Rousseau G, Benderdour M, Beaumont E.	2009	Neurosci Lett	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	225-250 g	Thoracic	Contusion	Apoptosis	TUNEL-positive cells at injury site			Weight drop	5 g x 6 cm	Systemic	Atorvastatin (AT)	Intraperitoneal	5 mg/kg	8	11		Decrease		>=200, <300	>=200, <300			
19429019	19429019	Open PDF	D_ry	D_ry MA, Rousseau G, Benderdour M, Beaumont E.	2009	Neurosci Lett	No effect	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	225-250 g	Thoracic	Contusion	Lesion volume	spared tissue at injury site			Weight drop	5 g x 6 cm	Systemic	Atorvastatin (AT)	Intraperitoneal	5 mg/kg	8	11		No change		>=200, <300	>=200, <300			
19429019	19429019	Open PDF	D_ry	D_ry MA, Rousseau G, Benderdour M, Beaumont E.	2009	Neurosci Lett	No effect	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	225-250 g	Thoracic	Contusion	Lesion volume	spared tissue at injury site [%]			Weight drop	5 g x 6 cm	Systemic	Atorvastatin (AT)	Intraperitoneal	5 mg/kg	6	6		No change		>=200, <300	>=200, <300			
19441987	19441987	Open PDF	Wiseman	Wiseman DB, Dailey AT, Lundin D, Zhou J, Lipson A, Falicov A, Shaffrey CI.	2009	J Neurosurg Spine	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	250-300 g	Thoracic	Contusion	BBB		13.8 [8.6]		NYU impactor	10 g x 12.5 mm	Systemic	Magnesium	Intraperitoneal	600 mg/kg	n/a	13		Increase		>=200, <300	>=300, <400	28	13,8	8,6
19441987	19441987	Open PDF	Wiseman	Wiseman DB, Dailey AT, Lundin D, Zhou J, Lipson A, Falicov A, Shaffrey CI.	2009	J Neurosurg Spine	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	250-300 g	Thoracic	Contusion	Lesion volume	white matter sparing at injury site,MP: 30,3% white matter sparing, Saline: 20,2%			NYU impactor	10 g x 25 mm	Systemic	Magnesium	Intraperitoneal	30 mg/kg	17	13		Decrease		>=200, <300	>=300, <400			
19441987	19441987	Open PDF	Wiseman	Wiseman DB, Dailey AT, Lundin D, Zhou J, Lipson A, Falicov A, Shaffrey CI.	2009	J Neurosurg Spine	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	250-300 g	Thoracic	Contusion	Lesion volume	white matter sparing at injury site,Mg: 32,3% white matter sparing, Saline: 20,2%			NYU impactor	10 g x 25 mm	Systemic	Magnesium	Intraperitoneal	600 mg/kg	20	13		Decrease		>=200, <300	>=300, <400			
19441987	19441987	Open PDF	Wiseman	Wiseman DB, Dailey AT, Lundin D, Zhou J, Lipson A, Falicov A, Shaffrey CI.	2009	J Neurosurg Spine	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	250-300 g	Thoracic	Contusion	Lesion volume	white matter sparing at injury site,Mg + MP: 42,3% white matter sparing, Saline: 20,2%			NYU impactor	10 g x 25 mm	Systemic	Magnesium			20	13		Decrease		>=200, <300	>=300, <400			
19441987	19441987	Open PDF	Wiseman	Wiseman DB, Dailey AT, Lundin D, Zhou J, Lipson A, Falicov A, Shaffrey CI.	2009	J Neurosurg Spine	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	250-300 g	Thoracic	Contusion	BBB		6.9 [3.9]		NYU impactor	10 g x 25 mm	Systemic	Magnesium	Intraperitoneal	600 mg/kg	20	13		Increase	4 w	>=200, <300	>=300, <400	28	6,9	3,9
19441987	19441987	Open PDF	Wiseman	Wiseman DB, Dailey AT, Lundin D, Zhou J, Lipson A, Falicov A, Shaffrey CI.	2009	J Neurosurg Spine	No effect	Functional	Locomotor test	Rat	SD	Adult	Female	250-300 g	Thoracic	Contusion	BBB				NYU impactor	10 g x 12.5 mm	Systemic	Magnesium	Intraperitoneal	600 mg/kg	n/a	13		No change		>=200, <300	>=300, <400	28	8	8,6
19458542	19458542	Open PDF	Baptiste	Baptiste DC, Austin JW, Zhao W, Nahirny A, Sugita S, Fehlings MG.	2009	J Neuropathol Exp Neurol	Positive	Non-functional	Neuronal regeneration	Rat	Wistar	Adult	Female	200-250 g	Cervical	Compression	Axonal regeneration	retrograde labelling of brainstem and cortical neurons with Fluorogold, applied caudal to lesion (T6/T7)	55.9 [33.8]		Extradural Clip	35 g	Systemic	Polyethylene Glycol (PEG)	Intravenous	1 g/kg	12	10		Increase	7 w	>=200, <300	>=200, <300		55,9	33,8
19458542	19458542	Open PDF	Baptiste	Baptiste DC, Austin JW, Zhao W, Nahirny A, Sugita S, Fehlings MG.	2009	J Neuropathol Exp Neurol	Positive	Non-functional	Molecular changes	Rat	Wistar	Adult	Female	200-250 g	Cervical	Compression	Cytoskeletal integrity	preservation of dephosphorylated NF200  (Western Blot)	0.38 [0.24]		Extradural Clip	35 g	Systemic	Polyethylene Glycol (PEG)	Intravenous	1 g/kg	3	3		Increase	1 d	>=200, <300	>=200, <300		0,38	0,24
19458542	19458542	Open PDF	Baptiste	Baptiste DC, Austin JW, Zhao W, Nahirny A, Sugita S, Fehlings MG.	2009	J Neuropathol Exp Neurol	Positive	Functional	Locomotor test	Rat	Wistar	Adult	Female	200-250 g	Cervical	Compression	BBB		7.2 [4.5]		Extradural Clip	35 g	Systemic	Polyethylene Glycol (PEG)	Intravenous	1 g/kg	12	11	9	Increase	6 w	>=200, <300	>=200, <300	42	7,2	4,5
19458542	19458542	Open PDF	Baptiste	Baptiste DC, Austin JW, Zhao W, Nahirny A, Sugita S, Fehlings MG.	2009	J Neuropathol Exp Neurol	Positive	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Female	200-250 g	Cervical	Compression	Lesion volume	Luxol fast blue staining of cross sections in lesion epicenter [%]	84.1 [67.7]		Extradural Clip	35 g	Systemic	Polyethylene Glycol (PEG)	Intravenous	1 g/kg	12	10		Decrease	7 w	>=200, <300	>=200, <300		84,1	67,7
19458542	19458542	Open PDF	Baptiste	Baptiste DC, Austin JW, Zhao W, Nahirny A, Sugita S, Fehlings MG.	2009	J Neuropathol Exp Neurol	Positive	Non-functional	Neuroprotection	Rat	Wistar	Adult	Female	200-250 g	Cervical	Compression	Cell loss	increased NeuN cell count rostral to lesion, relative to Sham	0.46  [0.18]		Extradural Clip	35 g	Systemic	Polyethylene Glycol (PEG)	Intravenous	1 g/kg	5	5	5	Decrease	1 w	>=200, <300	>=200, <300		0,46	0,18
19458542	19458542	Open PDF	Baptiste	Baptiste DC, Austin JW, Zhao W, Nahirny A, Sugita S, Fehlings MG.	2009	J Neuropathol Exp Neurol	No effect	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Female	200-250 g	Cervical	Compression	Apoptosis	TUNEL staining, number of apoptotic cells  in rostral spinal cord	41 [47]		Extradural Clip	35 g	Systemic	Polyethylene Glycol (PEG)	Intravenous	1 g/kg	5	5	5	No change	1 w	>=200, <300	>=200, <300		41	47
19458542	19458542	Open PDF	Baptiste	Baptiste DC, Austin JW, Zhao W, Nahirny A, Sugita S, Fehlings MG.	2009	J Neuropathol Exp Neurol	No effect	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Female	200-250 g	Cervical	Compression	Apoptosis	TUNEL staining, number of apoptotic cells  in caudal spinal cord	35 [55]		Extradural Clip	35 g	Systemic	Polyethylene Glycol (PEG)	Intravenous	1 g/kg	5	5	5	No change	1 w	>=200, <300	>=200, <300		35	55
